method_id	metric_id	mean	var	method_task	method_label	method_description	method_maintainer	method_num_authors	method_language	method_type	method_doi
baseline_randomforest	finished	0.5	0.3333333333333333	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA
baseline_randomforest	format_check	0.5	0.3333333333333333	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA
baseline_randomforest	mae	49999.59139966685	3333254480.520957	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA
baseline_randomforest	mean_pearson_per_cell	-0.19437571232564732	0.9186939912326346	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA
baseline_randomforest	mean_pearson_per_gene	-0.311902535882899	0.7006285920769278	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA
baseline_randomforest	mean_spearman_per_cell	-0.2273999310402175	0.8633723181701536	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA
baseline_randomforest	mean_spearman_per_gene	-0.3576457757484291	0.587660172747038	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA
baseline_randomforest	overall_pearson	-0.19643700090381006	0.9114076032068031	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA
baseline_randomforest	overall_spearman	-0.22807151269270187	0.8613636901576981	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA
baseline_randomforest	rmse	49999.66122954711	3333245169.993413	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA
dummy_meanpergene	correct_format	1	0	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA
dummy_meanpergene	finished	1	0	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA
dummy_meanpergene	format_check	1	0	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA
dummy_meanpergene	mae	0.22848065197467804	0.05218467935480383	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA
dummy_meanpergene	mean_pearson_per_cell	0.5246069485666073	0.021227372588056497	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA
dummy_meanpergene	mean_pearson_per_gene	0	0	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA
dummy_meanpergene	mean_spearman_per_cell	0.38815858023270866	0.030603980062674917	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA
dummy_meanpergene	mean_spearman_per_gene	0	0	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA
dummy_meanpergene	overall_pearson	0.5203326110657642	0.01913682454648572	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA
dummy_meanpergene	overall_spearman	0.3880208629800715	0.029372515945921357	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA
dummy_meanpergene	rmse	0.4152369126677513	0.09819510314827522	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA
dummy_random	correct_format	1	0	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA
dummy_random	finished	1	0	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA
dummy_random	format_check	1	0	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA
dummy_random	mae	0.26571109145879745	0.08022317740470049	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA
dummy_random	mean_pearson_per_cell	0.2842248090758487	0.025608122489931554	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA
dummy_random	mean_pearson_per_gene	-0.0011946486632691542	1.918945418414534e-5	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA
dummy_random	mean_spearman_per_cell	0.22769922057406505	0.014266860934922323	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA
dummy_random	mean_spearman_per_gene	-7.900948754297385e-4	1.974791456860109e-5	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA
dummy_random	overall_pearson	0.27365254388448573	0.021906584613965732	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA
dummy_random	overall_spearman	0.22185078618996748	0.013271294702252476	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA
dummy_random	rmse	0.5398302152752876	0.1252618684360617	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA
dummy_solution	correct_format	1	0	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA
dummy_solution	finished	1	0	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA
dummy_solution	format_check	1	0	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA
dummy_solution	mae	0	0	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA
dummy_solution	mean_pearson_per_cell	0.9999999999999982	2.7281439638893326e-30	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA
dummy_solution	mean_pearson_per_gene	0.9949973388788641	8.964484615049129e-5	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA
dummy_solution	mean_spearman_per_cell	1	0	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA
dummy_solution	mean_spearman_per_gene	0.9949973388788659	8.96448461505144e-5	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA
dummy_solution	overall_pearson	1	0	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA
dummy_solution	overall_spearman	1	0	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA
dummy_solution	rmse	0	0	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA
dummy_zeros	correct_format	1	0	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA
dummy_zeros	finished	1	0	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA
dummy_zeros	format_check	1	0	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA
dummy_zeros	mae	0.2972338097169995	0.16929093638876908	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA
dummy_zeros	mean_pearson_per_cell	0	0	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA
dummy_zeros	mean_pearson_per_gene	0	0	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA
dummy_zeros	mean_spearman_per_cell	0	0	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA
dummy_zeros	mean_spearman_per_gene	0	0	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA
dummy_zeros	overall_pearson	-1	0	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA
dummy_zeros	overall_spearman	-1	0	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA
dummy_zeros	rmse	0.5863540396094322	0.2687374052810746	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA
