dataset_id	method_id	dataset_orig_id	dataset_subtask	dataset_phase	dataset_source	dataset_geo_id	dataset_organism	dataset_num_cells	dataset_num_features_mod1	dataset_mod1_modality	dataset_num_batches	dataset_num_cell_types	dataset_num_features_mod2	dataset_mod2_modality	method_task	method_label	method_description	method_maintainer	method_num_authors	method_language	method_type	method_doi	metric_id	value
openproblems_bmmc_cite_phase1_JE	baseline_pca	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	asw_batch	0.7733729153493881
openproblems_bmmc_cite_phase1_JE	baseline_umap	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	asw_batch	0.4549562450988413
openproblems_bmmc_cite_phase1_JE	dummy_random	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	asw_batch	0.9880950061191026
openproblems_bmmc_cite_phase1_JE	dummy_zeros	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	asw_batch	1
openproblems_bmmc_multiome_phase1_JE	baseline_lmds	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	asw_batch	0.8499370086547119
openproblems_bmmc_multiome_phase1_JE	baseline_mnn	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	asw_batch	0.9029593676851304
openproblems_bmmc_multiome_phase1_JE	baseline_pca	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	asw_batch	0.8443646049250421
openproblems_bmmc_multiome_phase1_JE	baseline_umap	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	asw_batch	0.6785714982354097
openproblems_bmmc_multiome_phase1_JE	dummy_random	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	asw_batch	0.9903176401596688
openproblems_bmmc_multiome_phase1_JE	dummy_zeros	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	asw_batch	1
openproblems_bmmc_cite_phase1_JE	baseline_lmds	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	asw_label	0.5279066860675812
openproblems_bmmc_cite_phase1_JE	baseline_mnn	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	asw_label	0.5807192102074623
openproblems_bmmc_cite_phase1_JE	baseline_pca	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	asw_label	0.5239150170236826
openproblems_bmmc_cite_phase1_JE	baseline_umap	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	asw_label	0.4324936643242836
openproblems_bmmc_cite_phase1_JE	dummy_random	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	asw_label	0.492565690074116
openproblems_bmmc_cite_phase1_JE	dummy_zeros	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	asw_label	0.5
openproblems_bmmc_multiome_phase1_JE	baseline_lmds	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	asw_label	0.5149952983483672
openproblems_bmmc_multiome_phase1_JE	baseline_mnn	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	asw_label	0.5495462864637375
openproblems_bmmc_multiome_phase1_JE	baseline_pca	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	asw_label	0.5311501268297434
openproblems_bmmc_multiome_phase1_JE	baseline_umap	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	asw_label	0.5443515926599503
openproblems_bmmc_multiome_phase1_JE	dummy_random	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	asw_label	0.49680808116681874
openproblems_bmmc_multiome_phase1_JE	dummy_zeros	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	asw_label	0.5
openproblems_bmmc_cite_phase1_JE	baseline_lmds	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	cc_cons	0.4945676334831874
openproblems_bmmc_cite_phase1_JE	baseline_mnn	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	cc_cons	0.9728236980346954
openproblems_bmmc_cite_phase1_JE	baseline_pca	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	cc_cons	0.8887938881986392
openproblems_bmmc_cite_phase1_JE	baseline_umap	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	cc_cons	0.6138999581954201
openproblems_bmmc_cite_phase1_JE	dummy_random	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	cc_cons	0.00421718150215962
openproblems_bmmc_cite_phase1_JE	dummy_zeros	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	cc_cons	NA
openproblems_bmmc_multiome_phase1_JE	baseline_lmds	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	cc_cons	0.9525231004386854
openproblems_bmmc_multiome_phase1_JE	baseline_mnn	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	cc_cons	0.9436545912354084
openproblems_bmmc_multiome_phase1_JE	baseline_pca	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	cc_cons	0.907971074518576
openproblems_bmmc_multiome_phase1_JE	baseline_umap	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	cc_cons	0.7805812524395634
openproblems_bmmc_multiome_phase1_JE	dummy_random	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	cc_cons	0.00534171389432145
openproblems_bmmc_multiome_phase1_JE	dummy_zeros	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	cc_cons	NA
openproblems_bmmc_cite_phase1_JE	baseline_lmds	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
openproblems_bmmc_cite_phase1_JE	baseline_mnn	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
openproblems_bmmc_cite_phase1_JE	baseline_pca	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
openproblems_bmmc_cite_phase1_JE	baseline_umap	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
openproblems_bmmc_cite_phase1_JE	dummy_random	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	correct_format	1
openproblems_bmmc_cite_phase1_JE	dummy_zeros	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	correct_format	1
openproblems_bmmc_multiome_phase1_JE	baseline_lmds	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
openproblems_bmmc_multiome_phase1_JE	baseline_mnn	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
openproblems_bmmc_multiome_phase1_JE	baseline_pca	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
openproblems_bmmc_multiome_phase1_JE	baseline_umap	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	correct_format	1
openproblems_bmmc_multiome_phase1_JE	dummy_random	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	correct_format	1
openproblems_bmmc_multiome_phase1_JE	dummy_zeros	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	correct_format	1
openproblems_bmmc_cite_phase1_JE	baseline_lmds	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	finished	1
openproblems_bmmc_cite_phase1_JE	baseline_mnn	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	finished	1
openproblems_bmmc_cite_phase1_JE	baseline_pca	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	finished	1
openproblems_bmmc_cite_phase1_JE	baseline_umap	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	finished	1
openproblems_bmmc_cite_phase1_JE	dummy_random	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	finished	1
openproblems_bmmc_cite_phase1_JE	dummy_zeros	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	finished	1
openproblems_bmmc_multiome_phase1_JE	baseline_lmds	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	finished	1
openproblems_bmmc_multiome_phase1_JE	baseline_mnn	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	finished	1
openproblems_bmmc_multiome_phase1_JE	baseline_pca	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	finished	1
openproblems_bmmc_multiome_phase1_JE	baseline_umap	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	finished	1
openproblems_bmmc_multiome_phase1_JE	dummy_random	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	finished	1
openproblems_bmmc_multiome_phase1_JE	dummy_zeros	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	finished	1
openproblems_bmmc_cite_phase1_JE	baseline_lmds	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	geometric_mean	0.6629380810251158
openproblems_bmmc_cite_phase1_JE	baseline_mnn	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	geometric_mean	0.7720948861755473
openproblems_bmmc_cite_phase1_JE	baseline_pca	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	geometric_mean	0.6735054250900052
openproblems_bmmc_cite_phase1_JE	baseline_umap	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	geometric_mean	0.4828446591828744
openproblems_bmmc_cite_phase1_JE	dummy_random	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	geometric_mean	0.10194173082455918
openproblems_bmmc_cite_phase1_JE	dummy_zeros	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	geometric_mean	NA
openproblems_bmmc_multiome_phase1_JE	baseline_lmds	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	geometric_mean	0.7521745763467488
openproblems_bmmc_multiome_phase1_JE	baseline_mnn	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	geometric_mean	0.8037883535532944
openproblems_bmmc_multiome_phase1_JE	baseline_pca	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	geometric_mean	0.7527411063266078
openproblems_bmmc_multiome_phase1_JE	baseline_umap	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	geometric_mean	0
openproblems_bmmc_multiome_phase1_JE	dummy_random	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	geometric_mean	0.1273939979045228
openproblems_bmmc_multiome_phase1_JE	dummy_zeros	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	geometric_mean	NA
openproblems_bmmc_cite_phase1_JE	baseline_lmds	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	graph_conn	0.6982777512034761
openproblems_bmmc_cite_phase1_JE	baseline_mnn	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	graph_conn	0.814006145910044
openproblems_bmmc_cite_phase1_JE	baseline_pca	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	graph_conn	0.6635268575005613
openproblems_bmmc_cite_phase1_JE	baseline_umap	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	graph_conn	0.296076584596603
openproblems_bmmc_cite_phase1_JE	dummy_random	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	graph_conn	0.05448696340959166
openproblems_bmmc_cite_phase1_JE	dummy_zeros	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	graph_conn	0.02939856650525639
openproblems_bmmc_multiome_phase1_JE	baseline_lmds	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	graph_conn	0.8634182301590595
