method_id	metric_id	mean	var	method_task	method_label	method_description	method_maintainer	method_num_authors	method_language	method_type	method_doi
baseline_randomforest	correct_format	0.25	0.25	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA
baseline_randomforest	finished	0.25	0.25	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA
baseline_randomforest	format_check	0.25	0.25	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA
baseline_randomforest	mae	74999.3236939758	2499935261.62395	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA
baseline_randomforest	mean_pearson_per_cell	-0.5343479867540128	0.867327189760164	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA
baseline_randomforest	mean_pearson_per_gene	-0.600212582223938	0.6393199176482062	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA
baseline_randomforest	mean_spearman_per_cell	-0.5376294946127158	0.8551459370083705	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA
baseline_randomforest	mean_spearman_per_gene	-0.6391609714751254	0.520819218027101	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA
baseline_randomforest	overall_pearson	-0.5378597034492703	0.8542946147839855	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA
baseline_randomforest	overall_spearman	-0.5384709151466053	0.8520363846624481	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA
baseline_randomforest	rmse	74999.36354598403	2499927291.3318567	predict_modality	Random Forests	Random forest regression.	Robrecht Cannoodt	1	r	baseline	NA
dummy_meanpergene	correct_format	1	0	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA
dummy_meanpergene	finished	1	0	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA
dummy_meanpergene	format_check	1	0	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA
dummy_meanpergene	mae	0.18805266171693802	0.02467642174237894	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA
dummy_meanpergene	mean_pearson_per_cell	0.49852622969999827	0.0376672433512858	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA
dummy_meanpergene	mean_pearson_per_gene	0	0	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA
dummy_meanpergene	mean_spearman_per_cell	0.3720086213569943	0.04664969156192491	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA
dummy_meanpergene	mean_spearman_per_gene	0	0	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA
dummy_meanpergene	overall_pearson	0.49205694880026213	0.03560127615473504	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA
dummy_meanpergene	overall_spearman	0.37177024383018875	0.04489305395521607	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA
dummy_meanpergene	rmse	0.36037861555814743	0.045049675150811895	predict_modality	Mean per gene	Returns the mean expression value per gene.	Alex Tong	2	python	negative_control	NA
dummy_random	correct_format	1	0	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA
dummy_random	finished	1	0	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA
dummy_random	format_check	1	0	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA
dummy_random	mae	0.23372129164636135	0.05459089861179938	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA
dummy_random	mean_pearson_per_cell	0.27740131147116875	0.03128640353305326	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA
dummy_random	mean_pearson_per_gene	9.699343482367873e-4	4.928804372887077e-6	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA
dummy_random	mean_spearman_per_cell	0.22918331893139826	0.025775690866790015	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA
dummy_random	mean_spearman_per_gene	2.312552006636185e-4	3.299273206194033e-6	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA
dummy_random	overall_pearson	0.26487671035953547	0.026945182799038233	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA
dummy_random	overall_spearman	0.221769033232104	0.0238504856527789	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA
dummy_random	rmse	0.4961776062846184	0.07592684969281789	predict_modality	Random Profiles	Returns random training profiles.	Robrecht Cannoodt	1	r	negative_control	NA
dummy_solution	correct_format	1	0	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA
dummy_solution	finished	1	0	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA
dummy_solution	format_check	1	0	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA
dummy_solution	mae	0	0	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA
dummy_solution	mean_pearson_per_cell	0.999999999999999	1.357087276013022e-29	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA
dummy_solution	mean_pearson_per_gene	0.9969712730476117	8.076990567315799e-6	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA
dummy_solution	mean_spearman_per_cell	1	0	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA
dummy_solution	mean_spearman_per_gene	0.9969712730476149	8.076990567338723e-6	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA
dummy_solution	overall_pearson	1	1.6434602192104412e-32	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA
dummy_solution	overall_spearman	1	0	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA
dummy_solution	rmse	0	0	predict_modality	Solution	Returns the ground-truth solution.	Robrecht Cannoodt	1	r	positive_control	NA
dummy_zeros	correct_format	1	0	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA
dummy_zeros	finished	1	0	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA
dummy_zeros	format_check	1	0	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA
dummy_zeros	mae	0.2766539081931114	0.15805133601656152	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA
dummy_zeros	mean_pearson_per_cell	0	0	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA
dummy_zeros	mean_pearson_per_gene	0	0	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA
dummy_zeros	mean_spearman_per_cell	0	0	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA
dummy_zeros	mean_spearman_per_gene	0	0	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA
dummy_zeros	overall_pearson	-1	0	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA
dummy_zeros	overall_spearman	-1	0	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA
dummy_zeros	rmse	0.5311747565865517	0.21009120717343857	predict_modality	Zeros	Returns a prediction consisting of all zeros.	Alex Tong	2	python	negative_control	NA
