dataset_id	method_id	dataset_loader	dataset_group	method_group	metric_id	value
10x_lymph_node_lymphoma_14k_MM	dummy_random	10x	MM	dummy	celltype_aupr	0.1715660251575173
10x_lymph_node_lymphoma_14k_MM	dummy_solution	10x	MM	dummy	celltype_aupr	0.17289603244489626
10x_lymph_node_lymphoma_14k_MM	dummy_zeros	10x	MM	dummy	celltype_aupr	0
10x_malt_10k_protein_v3_MM	baseline_dr_knnr_knn	10x	MM	baseline	celltype_aupr	0.15404241527721751
10x_malt_10k_protein_v3_MM	baseline_dr_nn_knn	10x	MM	baseline	celltype_aupr	0.15425340268120635
10x_malt_10k_protein_v3_MM	baseline_mnn_nn_ga	10x	MM	baseline	celltype_aupr	0
10x_malt_10k_protein_v3_MM	baseline_procrustes_knn	10x	MM	baseline	celltype_aupr	0.15480220213794382
10x_malt_10k_protein_v3_MM	dummy_constant	10x	MM	dummy	celltype_aupr	0.15535786385589745
10x_malt_10k_protein_v3_MM	dummy_random	10x	MM	dummy	celltype_aupr	0.15399354522742215
10x_malt_10k_protein_v3_MM	dummy_solution	10x	MM	dummy	celltype_aupr	0.15572611089118027
10x_malt_10k_protein_v3_MM	dummy_zeros	10x	MM	dummy	celltype_aupr	0
10x_pbmc_10k_protein_v3_MM	baseline_dr_knnr_knn	10x	MM	baseline	celltype_aupr	0.13898173843335826
10x_pbmc_10k_protein_v3_MM	baseline_dr_nn_knn	10x	MM	baseline	celltype_aupr	0.1393255781586049
10x_pbmc_10k_protein_v3_MM	baseline_mnn_nn_ga	10x	MM	baseline	celltype_aupr	0
10x_pbmc_10k_protein_v3_MM	baseline_procrustes_knn	10x	MM	baseline	celltype_aupr	0.1398689557609032
10x_pbmc_10k_protein_v3_MM	dummy_constant	10x	MM	dummy	celltype_aupr	0.14007204204244772
10x_pbmc_10k_protein_v3_MM	dummy_random	10x	MM	dummy	celltype_aupr	0.13889983568515163
10x_pbmc_10k_protein_v3_MM	dummy_solution	10x	MM	dummy	celltype_aupr	0.14130575640820098
10x_pbmc_10k_protein_v3_MM	dummy_zeros	10x	MM	dummy	celltype_aupr	0
10x_pbmc_1k_protein_v3_MM	baseline_dr_knnr_knn	10x	MM	baseline	celltype_aupr	0.24116348411916988
10x_pbmc_1k_protein_v3_MM	baseline_dr_nn_knn	10x	MM	baseline	celltype_aupr	0.24203914590634668
10x_pbmc_1k_protein_v3_MM	baseline_mnn_nn_ga	10x	MM	baseline	celltype_aupr	0
10x_pbmc_1k_protein_v3_MM	baseline_procrustes_knn	10x	MM	baseline	celltype_aupr	0.24289432700061298
10x_pbmc_1k_protein_v3_MM	dummy_constant	10x	MM	dummy	celltype_aupr	0.24160136345744831
10x_pbmc_1k_protein_v3_MM	dummy_random	10x	MM	dummy	celltype_aupr	0.23192133469365217
10x_pbmc_1k_protein_v3_MM	dummy_solution	10x	MM	dummy	celltype_aupr	0.23547111994355419
10x_pbmc_1k_protein_v3_MM	dummy_zeros	10x	MM	dummy	celltype_aupr	0
10x_pbmc_granulocyte_sorted_10k_MM	baseline_dr_knnr_knn	10x	MM	baseline	celltype_aupr	0.14056514702679124
10x_pbmc_granulocyte_sorted_10k_MM	baseline_dr_nn_knn	10x	MM	baseline	celltype_aupr	0.14068496967229294
10x_pbmc_granulocyte_sorted_10k_MM	baseline_mnn_nn_ga	10x	MM	baseline	celltype_aupr	0.14044917678256752
10x_pbmc_granulocyte_sorted_10k_MM	baseline_procrustes_knn	10x	MM	baseline	celltype_aupr	0.1412758577571367
10x_pbmc_granulocyte_sorted_10k_MM	dummy_constant	10x	MM	dummy	celltype_aupr	0.14092595194233581
10x_pbmc_granulocyte_sorted_10k_MM	dummy_random	10x	MM	dummy	celltype_aupr	0.14033799930257373
10x_pbmc_granulocyte_sorted_10k_MM	dummy_solution	10x	MM	dummy	celltype_aupr	0.14206632224420446
10x_pbmc_granulocyte_sorted_10k_MM	dummy_zeros	10x	MM	dummy	celltype_aupr	0
10x_pbmc_granulocyte_sorted_3k_MM	baseline_dr_knnr_knn	10x	MM	baseline	celltype_aupr	0.16534886104636826
10x_pbmc_granulocyte_sorted_3k_MM	baseline_dr_nn_knn	10x	MM	baseline	celltype_aupr	0.16548006224184064
10x_pbmc_granulocyte_sorted_3k_MM	baseline_mnn_nn_ga	10x	MM	baseline	celltype_aupr	0.16362813600426307
10x_pbmc_granulocyte_sorted_3k_MM	baseline_procrustes_knn	10x	MM	baseline	celltype_aupr	0.16567184426094173
10x_pbmc_granulocyte_sorted_3k_MM	dummy_constant	10x	MM	dummy	celltype_aupr	0.16510803610435687
10x_pbmc_granulocyte_sorted_3k_MM	dummy_random	10x	MM	dummy	celltype_aupr	0.1633492421678966
10x_pbmc_granulocyte_sorted_3k_MM	dummy_solution	10x	MM	dummy	celltype_aupr	0.1665362704939639
10x_pbmc_granulocyte_sorted_3k_MM	dummy_zeros	10x	MM	dummy	celltype_aupr	0
10x_pbmc_unsorted_10k_MM	baseline_dr_knnr_knn	10x	MM	baseline	celltype_aupr	0.15224977255275007
10x_pbmc_unsorted_10k_MM	baseline_dr_nn_knn	10x	MM	baseline	celltype_aupr	0.15232739916973514
10x_pbmc_unsorted_10k_MM	baseline_mnn_nn_ga	10x	MM	baseline	celltype_aupr	0
10x_pbmc_unsorted_10k_MM	baseline_procrustes_knn	10x	MM	baseline	celltype_aupr	0.15187506427173503
10x_pbmc_unsorted_10k_MM	dummy_constant	10x	MM	dummy	celltype_aupr	0.15214478830603184
10x_pbmc_unsorted_10k_MM	dummy_random	10x	MM	dummy	celltype_aupr	0.15238147446507355
10x_pbmc_unsorted_10k_MM	dummy_solution	10x	MM	dummy	celltype_aupr	0.15390501815716107
10x_pbmc_unsorted_10k_MM	dummy_zeros	10x	MM	dummy	celltype_aupr	0
10x_pbmc_unsorted_3k_MM	baseline_dr_knnr_knn	10x	MM	baseline	celltype_aupr	0.17188123994856142
10x_pbmc_unsorted_3k_MM	baseline_dr_nn_knn	10x	MM	baseline	celltype_aupr	0.17372953865560703
10x_pbmc_unsorted_3k_MM	baseline_mnn_nn_ga	10x	MM	baseline	celltype_aupr	0.1710743654257385
10x_pbmc_unsorted_3k_MM	baseline_procrustes_knn	10x	MM	baseline	celltype_aupr	0.17074460107687628
10x_pbmc_unsorted_3k_MM	dummy_constant	10x	MM	dummy	celltype_aupr	0.17246963210345712
10x_pbmc_unsorted_3k_MM	dummy_random	10x	MM	dummy	celltype_aupr	0.170505412723287
10x_pbmc_unsorted_3k_MM	dummy_solution	10x	MM	dummy	celltype_aupr	0.17419804545812667
10x_pbmc_unsorted_3k_MM	dummy_zeros	10x	MM	dummy	celltype_aupr	0
azimuth_ref_MM	baseline_dr_knnr_knn	azimuth	MM	baseline	celltype_aupr	0.10932736608810956
azimuth_ref_MM	baseline_dr_nn_knn	azimuth	MM	baseline	celltype_aupr	0
azimuth_ref_MM	baseline_mnn_nn_ga	azimuth	MM	baseline	celltype_aupr	0
azimuth_ref_MM	baseline_procrustes_knn	azimuth	MM	baseline	celltype_aupr	0.1092976808649837
azimuth_ref_MM	dummy_constant	azimuth	MM	dummy	celltype_aupr	0.10924280196923064
azimuth_ref_MM	dummy_random	azimuth	MM	dummy	celltype_aupr	0.10933276478317566
azimuth_ref_MM	dummy_solution	azimuth	MM	dummy	celltype_aupr	0.10965497662141388
azimuth_ref_MM	dummy_zeros	azimuth	MM	dummy	celltype_aupr	0
babel_GM12878_MM	baseline_dr_knnr_knn	babel	MM	baseline	celltype_aupr	0.24813760152028408
babel_GM12878_MM	baseline_dr_nn_knn	babel	MM	baseline	celltype_aupr	0.2472958692960674
babel_GM12878_MM	baseline_mnn_nn_ga	babel	MM	baseline	celltype_aupr	0.24780334949900862
babel_GM12878_MM	baseline_procrustes_knn	babel	MM	baseline	celltype_aupr	0.24879565175797325
babel_GM12878_MM	dummy_constant	babel	MM	dummy	celltype_aupr	0.24911719954980072
babel_GM12878_MM	dummy_random	babel	MM	dummy	celltype_aupr	0.2481345854466781
babel_GM12878_MM	dummy_solution	babel	MM	dummy	celltype_aupr	0.24991626557994095
babel_GM12878_MM	dummy_zeros	babel	MM	dummy	celltype_aupr	0
dyngen_atac_1_MM	baseline_dr_knnr_knn	dyngen	MM	baseline	celltype_aupr	0.2926083707516227
dyngen_atac_1_MM	baseline_dr_nn_knn	dyngen	MM	baseline	celltype_aupr	0.2931869473768529
dyngen_atac_1_MM	baseline_mnn_nn_ga	dyngen	MM	baseline	celltype_aupr	0.2900873895860059
dyngen_atac_1_MM	baseline_procrustes_knn	dyngen	MM	baseline	celltype_aupr	0.29352143302821787
dyngen_atac_1_MM	dummy_constant	dyngen	MM	dummy	celltype_aupr	0.2924819540539829
dyngen_atac_1_MM	dummy_random	dyngen	MM	dummy	celltype_aupr	0.28271438206411403
dyngen_atac_1_MM	dummy_solution	dyngen	MM	dummy	celltype_aupr	0.28662175729186856
dyngen_atac_1_MM	dummy_zeros	dyngen	MM	dummy	celltype_aupr	0
dyngen_atac_2_MM	baseline_dr_knnr_knn	dyngen	MM	baseline	celltype_aupr	0.29681519898531405
dyngen_atac_2_MM	baseline_dr_nn_knn	dyngen	MM	baseline	celltype_aupr	0.2972723647017119
dyngen_atac_2_MM	baseline_mnn_nn_ga	dyngen	MM	baseline	celltype_aupr	0.296653804332891
dyngen_atac_2_MM	baseline_procrustes_knn	dyngen	MM	baseline	celltype_aupr	0.30019668728346005
dyngen_atac_2_MM	dummy_constant	dyngen	MM	dummy	celltype_aupr	0.2964520423865906
dyngen_atac_2_MM	dummy_random	dyngen	MM	dummy	celltype_aupr	0.2870632342282988
dyngen_atac_2_MM	dummy_solution	dyngen	MM	dummy	celltype_aupr	0.2919914836222688
dyngen_atac_2_MM	dummy_zeros	dyngen	MM	dummy	celltype_aupr	0
dyngen_atac_3_MM	baseline_dr_knnr_knn	dyngen	MM	baseline	celltype_aupr	0.25000785116208135
dyngen_atac_3_MM	baseline_dr_nn_knn	dyngen	MM	baseline	celltype_aupr	0.25185446037357906
dyngen_atac_3_MM	baseline_mnn_nn_ga	dyngen	MM	baseline	celltype_aupr	0.2516227730538958
dyngen_atac_3_MM	baseline_procrustes_knn	dyngen	MM	baseline	celltype_aupr	0.2505635415755023
dyngen_atac_3_MM	dummy_constant	dyngen	MM	dummy	celltype_aupr	0.25195747712587035
dyngen_atac_3_MM	dummy_random	dyngen	MM	dummy	celltype_aupr	0.23814348807172792
dyngen_atac_3_MM	dummy_solution	dyngen	MM	dummy	celltype_aupr	0.24480240311208945
dyngen_atac_3_MM	dummy_zeros	dyngen	MM	dummy	celltype_aupr	0
dyngen_citeseq_1_MM	baseline_dr_knnr_knn	dyngen	MM	baseline	celltype_aupr	0.3171127105852065
dyngen_citeseq_1_MM	baseline_dr_nn_knn	dyngen	MM	baseline	celltype_aupr	0.3135417261655675
dyngen_citeseq_1_MM	baseline_mnn_nn_ga	dyngen	MM	baseline	celltype_aupr	0.31475858589874406
dyngen_citeseq_1_MM	baseline_procrustes_knn	dyngen	MM	baseline	celltype_aupr	0.3128022158125532
dyngen_citeseq_1_MM	dummy_constant	dyngen	MM	dummy	celltype_aupr	0.31558262476210075
dyngen_citeseq_1_MM	dummy_random	dyngen	MM	dummy	celltype_aupr	0.30404463377362845
dyngen_citeseq_1_MM	dummy_solution	dyngen	MM	dummy	celltype_aupr	0.30961838766768324
dyngen_citeseq_1_MM	dummy_zeros	dyngen	MM	dummy	celltype_aupr	0
dyngen_citeseq_2_MM	baseline_dr_knnr_knn	dyngen	MM	baseline	celltype_aupr	0.2940937023849983
dyngen_citeseq_2_MM	baseline_dr_nn_knn	dyngen	MM	baseline	celltype_aupr	0.2949216683036866
dyngen_citeseq_2_MM	baseline_mnn_nn_ga	dyngen	MM	baseline	celltype_aupr	0.29548650522156095
dyngen_citeseq_2_MM	baseline_procrustes_knn	dyngen	MM	baseline	celltype_aupr	0.29435522483890963
dyngen_citeseq_2_MM	dummy_constant	dyngen	MM	dummy	celltype_aupr	0.2943710654208189
dyngen_citeseq_2_MM	dummy_random	dyngen	MM	dummy	celltype_aupr	0.2834491716866978
dyngen_citeseq_2_MM	dummy_solution	dyngen	MM	dummy	celltype_aupr	0.28799603365575877
dyngen_citeseq_2_MM	dummy_zeros	dyngen	MM	dummy	celltype_aupr	0
dyngen_citeseq_3_MM	baseline_dr_knnr_knn	dyngen	MM	baseline	celltype_aupr	0.25300653418617003
dyngen_citeseq_3_MM	baseline_dr_nn_knn	dyngen	MM	baseline	celltype_aupr	0.2545944113362566
dyngen_citeseq_3_MM	baseline_mnn_nn_ga	dyngen	MM	baseline	celltype_aupr	0.25328602166700875
dyngen_citeseq_3_MM	baseline_procrustes_knn	dyngen	MM	baseline	celltype_aupr	0.2539375473143082
dyngen_citeseq_3_MM	dummy_constant	dyngen	MM	dummy	celltype_aupr	0.2524670968605278
dyngen_citeseq_3_MM	dummy_random	dyngen	MM	dummy	celltype_aupr	0.24475544086499212
dyngen_citeseq_3_MM	dummy_solution	dyngen	MM	dummy	celltype_aupr	0.24709338519403445
dyngen_citeseq_3_MM	dummy_zeros	dyngen	MM	dummy	celltype_aupr	0
openproblems_bmmc_multiome_MM	baseline_dr_knnr_knn	openproblems	MM	baseline	celltype_aupr	0.1438209768748493
openproblems_bmmc_multiome_MM	baseline_dr_nn_knn	openproblems	MM	baseline	celltype_aupr	0.14395503384730546
openproblems_bmmc_multiome_MM	baseline_mnn_nn_ga	openproblems	MM	baseline	celltype_aupr	0
openproblems_bmmc_multiome_MM	baseline_procrustes_knn	openproblems	MM	baseline	celltype_aupr	0.14393937445856864
openproblems_bmmc_multiome_MM	dummy_constant	openproblems	MM	dummy	celltype_aupr	0.14274149788252544
openproblems_bmmc_multiome_MM	dummy_random	openproblems	MM	dummy	celltype_aupr	0.14385471930290805
openproblems_bmmc_multiome_MM	dummy_solution	openproblems	MM	dummy	celltype_aupr	0.14550154249167235
openproblems_bmmc_multiome_MM	dummy_zeros	openproblems	MM	dummy	celltype_aupr	0
totalvispleenlymph_spleen_lymph_111_MM	baseline_dr_knnr_knn	totalvispleenlymph	MM	baseline	celltype_aupr	0.14235765199555317
totalvispleenlymph_spleen_lymph_111_MM	baseline_dr_nn_knn	totalvispleenlymph	MM	baseline	celltype_aupr	0.14351047666423256
totalvispleenlymph_spleen_lymph_111_MM	baseline_mnn_nn_ga	totalvispleenlymph	MM	baseline	celltype_aupr	0.14222403108578874
totalvispleenlymph_spleen_lymph_111_MM	baseline_procrustes_knn	totalvispleenlymph	MM	baseline	celltype_aupr	0.14254539222019957
totalvispleenlymph_spleen_lymph_111_MM	dummy_constant	totalvispleenlymph	MM	dummy	celltype_aupr	0.14180213746294612
totalvispleenlymph_spleen_lymph_111_MM	dummy_random	totalvispleenlymph	MM	dummy	celltype_aupr	0.14255300154036377
totalvispleenlymph_spleen_lymph_111_MM	dummy_solution	totalvispleenlymph	MM	dummy	celltype_aupr	0.1440177544414496
totalvispleenlymph_spleen_lymph_111_MM	dummy_zeros	totalvispleenlymph	MM	dummy	celltype_aupr	0
totalvispleenlymph_spleen_lymph_206_MM	baseline_dr_knnr_knn	totalvispleenlymph	MM	baseline	celltype_aupr	0.14787478443031432
totalvispleenlymph_spleen_lymph_206_MM	baseline_dr_nn_knn	totalvispleenlymph	MM	baseline	celltype_aupr	0.1475401153875282
totalvispleenlymph_spleen_lymph_206_MM	baseline_mnn_nn_ga	totalvispleenlymph	MM	baseline	celltype_aupr	0.1480893308762461
totalvispleenlymph_spleen_lymph_206_MM	baseline_procrustes_knn	totalvispleenlymph	MM	baseline	celltype_aupr	0.14842528582084924
totalvispleenlymph_spleen_lymph_206_MM	dummy_constant	totalvispleenlymph	MM	dummy	celltype_aupr	0.14932159992167726
totalvispleenlymph_spleen_lymph_206_MM	dummy_random	totalvispleenlymph	MM	dummy	celltype_aupr	0.14812688486199477
totalvispleenlymph_spleen_lymph_206_MM	dummy_solution	totalvispleenlymph	MM	dummy	celltype_aupr	0.14960325688127796
totalvispleenlymph_spleen_lymph_206_MM	dummy_zeros	totalvispleenlymph	MM	dummy	celltype_aupr	0
10x_5k_pbmc_protein_v3_MM	baseline_dr_knnr_knn	10x	MM	baseline	celltype_auroc	0.5007408277961076
10x_5k_pbmc_protein_v3_MM	baseline_dr_nn_knn	10x	MM	baseline	celltype_auroc	0.5016290972780553
10x_5k_pbmc_protein_v3_MM	baseline_mnn_nn_ga	10x	MM	baseline	celltype_auroc	0
10x_5k_pbmc_protein_v3_MM	baseline_procrustes_knn	10x	MM	baseline	celltype_auroc	0.5009192888755933
10x_5k_pbmc_protein_v3_MM	dummy_constant	10x	MM	dummy	celltype_auroc	0.49935718192136846
10x_5k_pbmc_protein_v3_MM	dummy_random	10x	MM	dummy	celltype_auroc	0.5006014661848894
10x_5k_pbmc_protein_v3_MM	dummy_solution	10x	MM	dummy	celltype_auroc	0.5010694166348912
10x_5k_pbmc_protein_v3_MM	dummy_zeros	10x	MM	dummy	celltype_auroc	0
10x_5k_pbmc_protein_v3_nextgem_MM	baseline_dr_knnr_knn	10x	MM	baseline	celltype_auroc	0.4999811739544384
10x_5k_pbmc_protein_v3_nextgem_MM	baseline_dr_nn_knn	10x	MM	baseline	celltype_auroc	0.4997957433006377
10x_5k_pbmc_protein_v3_nextgem_MM	baseline_mnn_nn_ga	10x	MM	baseline	celltype_auroc	0
10x_5k_pbmc_protein_v3_nextgem_MM	baseline_procrustes_knn	10x	MM	baseline	celltype_auroc	0.4927161429222906
10x_5k_pbmc_protein_v3_nextgem_MM	dummy_constant	10x	MM	dummy	celltype_auroc	0.5051754805026576
10x_5k_pbmc_protein_v3_nextgem_MM	dummy_random	10x	MM	dummy	celltype_auroc	0.5003221513979952
10x_5k_pbmc_protein_v3_nextgem_MM	dummy_solution	10x	MM	dummy	celltype_auroc	0.5009915395119151
10x_5k_pbmc_protein_v3_nextgem_MM	dummy_zeros	10x	MM	dummy	celltype_auroc	0
10x_e18_mouse_brain_fresh_5k_MM	baseline_dr_knnr_knn	10x	MM	baseline	celltype_auroc	0.501630917773582
10x_e18_mouse_brain_fresh_5k_MM	baseline_dr_nn_knn	10x	MM	baseline	celltype_auroc	0.503043079879717
10x_e18_mouse_brain_fresh_5k_MM	baseline_mnn_nn_ga	10x	MM	baseline	celltype_auroc	0.502634417032823
10x_e18_mouse_brain_fresh_5k_MM	baseline_procrustes_knn	10x	MM	baseline	celltype_auroc	0.5037982970679877
10x_e18_mouse_brain_fresh_5k_MM	dummy_constant	10x	MM	dummy	celltype_auroc	0.5007015601731837
10x_e18_mouse_brain_fresh_5k_MM	dummy_random	10x	MM	dummy	celltype_auroc	0.5007282772276085
10x_e18_mouse_brain_fresh_5k_MM	dummy_solution	10x	MM	dummy	celltype_auroc	0.5012449901596483
10x_e18_mouse_brain_fresh_5k_MM	dummy_zeros	10x	MM	dummy	celltype_auroc	0
10x_human_brain_3k_MM	baseline_dr_knnr_knn	10x	MM	baseline	celltype_auroc	0.5017732878332026
10x_human_brain_3k_MM	baseline_dr_nn_knn	10x	MM	baseline	celltype_auroc	0.5004717241681647
10x_human_brain_3k_MM	baseline_mnn_nn_ga	10x	MM	baseline	celltype_auroc	0.505450766388094
10x_human_brain_3k_MM	baseline_procrustes_knn	10x	MM	baseline	celltype_auroc	0.4992170414334396
10x_human_brain_3k_MM	dummy_constant	10x	MM	dummy	celltype_auroc	0.500911815019208
10x_human_brain_3k_MM	dummy_random	10x	MM	dummy	celltype_auroc	0.5012722175670206
10x_human_brain_3k_MM	dummy_solution	10x	MM	dummy	celltype_auroc	0.5020338958645425
10x_human_brain_3k_MM	dummy_zeros	10x	MM	dummy	celltype_auroc	0
10x_lymph_node_lymphoma_14k_MM	baseline_dr_knnr_knn	10x	MM	baseline	celltype_auroc	0.5004520880320342
10x_lymph_node_lymphoma_14k_MM	baseline_dr_nn_knn	10x	MM	baseline	celltype_auroc	0.5004006226627098
10x_lymph_node_lymphoma_14k_MM	baseline_mnn_nn_ga	10x	MM	baseline	celltype_auroc	0
10x_lymph_node_lymphoma_14k_MM	baseline_procrustes_knn	10x	MM	baseline	celltype_auroc	0.4982613563952327
10x_lymph_node_lymphoma_14k_MM	dummy_constant	10x	MM	dummy	celltype_auroc	0.4992383645112568
10x_lymph_node_lymphoma_14k_MM	dummy_random	10x	MM	dummy	celltype_auroc	0.5000580440973863
10x_lymph_node_lymphoma_14k_MM	dummy_solution	10x	MM	dummy	celltype_auroc	0.5003953968521273
10x_lymph_node_lymphoma_14k_MM	dummy_zeros	10x	MM	dummy	celltype_auroc	0
10x_malt_10k_protein_v3_MM	baseline_dr_knnr_knn	10x	MM	baseline	celltype_auroc	0.5005791548464913
10x_malt_10k_protein_v3_MM	baseline_dr_nn_knn	10x	MM	baseline	celltype_auroc	0.5008930092299124
10x_malt_10k_protein_v3_MM	baseline_mnn_nn_ga	10x	MM	baseline	celltype_auroc	0
10x_malt_10k_protein_v3_MM	baseline_procrustes_knn	10x	MM	baseline	celltype_auroc	0.5019682360507431
10x_malt_10k_protein_v3_MM	dummy_constant	10x	MM	dummy	celltype_auroc	0.5029669406212633
10x_malt_10k_protein_v3_MM	dummy_random	10x	MM	dummy	celltype_auroc	0.500473753982078
10x_malt_10k_protein_v3_MM	dummy_solution	10x	MM	dummy	celltype_auroc	0.5006699236873828
10x_malt_10k_protein_v3_MM	dummy_zeros	10x	MM	dummy	celltype_auroc	0
10x_pbmc_10k_protein_v3_MM	baseline_dr_knnr_knn	10x	MM	baseline	celltype_auroc	0.5001716354963719
10x_pbmc_10k_protein_v3_MM	baseline_dr_nn_knn	10x	MM	baseline	celltype_auroc	0.5008684509375598
10x_pbmc_10k_protein_v3_MM	baseline_mnn_nn_ga	10x	MM	baseline	celltype_auroc	0
10x_pbmc_10k_protein_v3_MM	baseline_procrustes_knn	10x	MM	baseline	celltype_auroc	0.5021618267637677
10x_pbmc_10k_protein_v3_MM	dummy_constant	10x	MM	dummy	celltype_auroc	0.502675670577446
10x_pbmc_10k_protein_v3_MM	dummy_random	10x	MM	dummy	celltype_auroc	0.5001544120605104
10x_pbmc_10k_protein_v3_MM	dummy_solution	10x	MM	dummy	celltype_auroc	0.500912813740797
10x_pbmc_10k_protein_v3_MM	dummy_zeros	10x	MM	dummy	celltype_auroc	0
10x_pbmc_1k_protein_v3_MM	baseline_dr_knnr_knn	10x	MM	baseline	celltype_auroc	0.5122902286784665
10x_pbmc_1k_protein_v3_MM	baseline_dr_nn_knn	10x	MM	baseline	celltype_auroc	0.5115185124486743
10x_pbmc_1k_protein_v3_MM	baseline_mnn_nn_ga	10x	MM	baseline	celltype_auroc	0
10x_pbmc_1k_protein_v3_MM	baseline_procrustes_knn	10x	MM	baseline	celltype_auroc	0.5130887720442843
10x_pbmc_1k_protein_v3_MM	dummy_constant	10x	MM	dummy	celltype_auroc	0.5123201512215019
10x_pbmc_1k_protein_v3_MM	dummy_random	10x	MM	dummy	celltype_auroc	0.5116549545946327
10x_pbmc_1k_protein_v3_MM	dummy_solution	10x	MM	dummy	celltype_auroc	0.5067984189722665
10x_pbmc_1k_protein_v3_MM	dummy_zeros	10x	MM	dummy	celltype_auroc	0
10x_pbmc_granulocyte_sorted_10k_MM	baseline_dr_knnr_knn	10x	MM	baseline	celltype_auroc	0.5004272643454897
10x_pbmc_granulocyte_sorted_10k_MM	baseline_dr_nn_knn	10x	MM	baseline	celltype_auroc	0.5006451662811742
10x_pbmc_granulocyte_sorted_10k_MM	baseline_mnn_nn_ga	10x	MM	baseline	celltype_auroc	0.5001846562045102
